Month;Day;Hour;Temperature;Precipitation;WindSpeed;WindDirection;Cloudiness;RelativeHumidity;AirPressure
2;15;13;11.06;0.00;5.24;207.4;0;65.84;1023.09
2;15;14;10.71;0.00;5.09;197.2;1;66.52;1022.51
2;15;15;11.15;0.00;6.09;181.2;2;61.68;1022.10
2;15;16;10.95;0.00;6.50;174.5;6;61.46;1022.03
2;15;17;9.94;0.00;5.28;177.6;4;65.74;1022.57
2;15;18;8.61;0.00;5.18;197.9;1;70.60;1022.78
2;15;19;8.54;0.00;6.48;194.4;2;72.62;1022.64
2;15;20;7.90;0.00;6.39;190.7;0;74.56;1022.52
2;15;21;7.64;0.00;5.51;190.6;0;79.31;1022.72
2;15;22;7.27;0.00;6.30;197.8;0;81.38;1022.68
2;15;23;7.29;0.00;6.00;194.0;1;81.46;1022.43
2;16;0;7.64;0.00;6.07;194.1;7;78.10;1022.14
2;16;1;7.61;0.00;5.37;194.1;8;75.82;1021.93
2;16;2;7.52;0.00;5.19;194.6;8;76.75;1021.51
2;16;3;7.55;0.00;4.72;200.2;8;77.73;1021.22
2;16;4;7.39;0.00;4.80;196.9;8;79.06;1021.10
2;16;5;7.39;0.00;5.19;196.0;8;80.52;1021.10
2;16;6;7.45;0.00;4.88;197.4;8;81.62;1021.40
2;16;7;7.41;0.00;4.91;201.9;8;84.23;1021.46
2;16;8;7.63;0.00;4.50;193.4;7;87.40;1021.54
2;16;9;8.15;0.00;5.26;189.0;8;89.06;1021.48
2;16;10;9.01;0.00;6.34;175.9;7;88.35;1021.57
2;16;11;9.57;0.00;8.39;200.0;8;85.99;1021.05
2;16;12;10.16;0.00;8.25;196.2;7;85.12;1020.32
2;16;13;10.86;0.00;8.47;196.4;8;81.73;1019.82
2;16;14;10.43;0.00;8.25;213.3;8;79.79;1019.46
2;16;15;9.59;0.00;7.69;207.4;8;86.60;1019.43
2;16;16;9.67;0.00;8.47;205.0;8;91.39;1019.20
2;16;17;9.75;0.00;8.15;204.6;8;93.47;1019.17
2;16;18;10.02;0.00;7.17;211.2;8;94.46;1019.15
2;16;19;10.20;0.06;6.99;221.1;8;94.78;1019.23
2;16;20;10.26;0.00;7.39;226.2;8;94.58;1019.10
2;16;21;9.96;0.00;6.27;216.8;7;94.10;1019.21
2;16;22;9.24;0.00;7.13;234.8;8;93.85;1019.48
2;16;23;9.38;0.00;7.68;231.5;8;93.79;1019.51
2;17;0;9.21;0.00;7.75;229.9;8;93.88;1019.30
2;17;1;9.36;0.00;7.04;231.4;8;93.83;1018.91
2;17;2;9.24;0.00;7.53;212.3;7;93.63;1018.50
2;17;3;9.44;0.00;7.21;212.1;7;93.39;1018.23
2;17;4;9.94;0.03;8.03;217.1;8;93.24;1018.46
2;17;5;10.30;0.00;7.74;226.5;8;93.15;1018.16
2;17;6;10.11;0.03;7.87;213.8;7;93.13;1017.99
2;17;7;9.92;0.00;8.92;211.6;7;93.04;1018.15
2;17;8;9.76;0.06;10.95;232.6;7;92.83;1018.70
2;17;9;10.51;0.07;10.76;226.2;8;92.14;1018.80
2;17;10;10.10;0.06;10.39;228.6;8;90.90;1019.75
2;17;11;9.98;0.00;10.77;234.7;8;90.16;1019.89
2;17;12;10.43;0.03;10.43;228.0;8;88.79;1019.91
2;17;13;10.14;0.10;9.62;234.1;7;87.65;1020.38
2;17;14;10.06;0.00;9.13;237.9;8;87.62;1020.83
2;17;15;9.89;0.00;8.81;231.1;8;88.26;1021.18
2;17;16;9.80;0.00;8.41;235.2;5;89.14;1021.46
2;17;17;9.75;0.00;7.90;233.2;0;90.02;1022.09
2;17;18;9.29;0.00;7.58;232.1;1;91.05;1022.55
2;17;19;8.81;0.06;7.91;232.4;8;92.52;1022.96
2;17;20;8.56;0.00;7.42;235.0;8;94.15;1023.02
2;17;21;8.62;0.03;7.33;233.4;8;95.36;1022.97
2;17;22;8.94;0.00;6.89;231.9;8;96.01;1022.89
2;17;23;9.26;0.00;6.93;234.3;8;96.44;1022.35
2;18;0;10.37;0.03;7.74;230.0;8;96.34;1021.70
2;18;1;10.22;0.00;8.06;226.9;8;96.03;1021.20
2;18;2;9.65;0.03;7.98;231.3;8;96.04;1020.81
2;18;3;8.98;0.10;8.00;235.6;8;96.40;1020.04
2;18;4;9.32;0.00;8.91;230.5;8;96.30;1019.69
2;18;5;9.43;0.00;9.45;233.7;8;95.75;1019.35
2;18;6;9.16;0.00;9.12;228.3;8;94.79;1019.14
2;18;7;9.24;0.00;8.86;234.4;7;93.44;1019.42
2;18;8;9.69;0.00;9.28;229.4;7;90.72;1019.58
2;18;9;10.14;0.03;9.67;230.9;8;86.70;1019.87
2;18;10;9.78;0.00;9.34;232.4;7;85.09;1020.25
2;18;11;9.80;0.04;10.13;235.8;8;84.94;1020.31
2;18;12;9.95;0.00;9.19;235.6;8;85.50;1020.20
2;18;13;10.07;0.00;7.75;236.0;7;86.33;1019.89
2;18;14;10.13;0.00;7.97;234.7;7;86.73;1019.65
2;18;15;9.76;0.00;8.51;237.4;7;87.72;1019.42
2;18;16;9.43;0.03;8.33;236.5;7;89.29;1019.30
2;18;17;9.81;0.00;9.43;231.8;7;90.75;1019.13
2;18;18;9.55;0.00;8.87;232.4;7;91.69;1019.35
2;18;19;9.30;0.03;8.91;233.4;7;92.51;1019.12
2;18;20;9.00;0.07;9.29;231.9;7;93.47;1018.69
2;18;21;8.81;0.07;9.69;237.8;7;94.37;1018.75
2;18;22;8.61;0.00;8.70;238.6;7;95.07;1018.77
2;18;23;8.76;0.00;8.12;238.1;7;95.46;1018.73
2;19;0;9.04;0.00;6.79;238.1;7;95.15;1019.01
2;19;1;9.05;0.00;6.39;246.7;7;94.52;1019.37
2;19;2;9.26;0.00;7.40;246.6;7;93.34;1019.65
2;19;3;9.37;0.00;5.79;244.6;7;91.46;1020.10
2;19;4;9.19;0.00;6.28;264.3;7;89.01;1020.70
2;19;5;9.13;0.00;6.56;271.9;7;86.71;1021.42
2;19;6;9.07;0.00;6.23;276.4;7;84.57;1021.74
2;19;7;8.90;0.00;5.96;273.5;7;83.46;1022.57
2;19;8;8.91;0.00;6.48;268.5;7;83.56;1023.50
2;19;9;9.02;0.00;6.17;288.6;7;83.42;1023.99
2;19;10;9.41;0.00;5.05;286.6;7;82.95;1024.88
2;19;11;9.52;0.00;5.68;298.5;7;80.10;1025.19
2;19;12;8.84;0.00;5.07;301.0;7;80.01;1025.58
2;19;13;8.70;0.00;4.49;297.5;7;80.92;1025.98
2;19;14;8.54;0.00;4.20;286.5;7;81.67;1026.18
2;19;15;8.46;0.00;3.66;280.2;7;82.14;1026.24
2;19;16;8.26;0.00;3.05;267.2;7;82.68;1026.32
2;19;17;7.80;0.00;3.16;255.9;7;83.22;1026.21
2;19;18;7.26;0.00;3.33;225.9;7;84.06;1026.14
2;19;19;7.16;0.00;4.69;200.8;7;84.56;1025.84
2;19;20;6.96;0.00;5.38;202.9;7;82.90;1025.87
2;19;21;6.55;0.00;5.64;202.8;7;83.56;1025.53
2;19;22;6.54;0.00;6.22;213.9;7;86.78;1025.52
2;19;23;6.31;0.00;6.34;209.0;7;89.37;1025.13
2;20;0;6.29;0.00;6.65;209.2;7;91.11;1024.49
2;20;1;6.44;0.00;6.82;216.5;7;92.24;1023.85
2;20;2;7.09;0.00;6.54;216.7;7;92.92;1023.52
2;20;3;8.06;0.03;8.22;219.2;7;92.83;1023.49
2;20;4;8.16;0.00;9.44;238.2;7;92.02;1023.55
2;20;5;8.15;0.00;8.93;236.8;7;90.54;1023.69
2;20;6;8.12;0.00;9.16;237.9;7;89.27;1023.69
2;20;7;7.98;0.00;8.90;239.2;7;88.91;1023.84
2;20;8;7.95;0.00;9.16;238.3;7;89.38;1024.03
2;20;9;8.01;0.03;8.12;237.3;7;89.93;1024.02
2;20;10;8.12;0.00;8.17;231.3;7;90.10;1024.06
2;20;11;8.20;0.00;7.42;228.2;7;90.35;1023.80
2;20;12;8.26;0.03;7.67;232.3;7;90.37;1023.18
2;20;13;8.43;0.00;7.08;228.6;7;90.30;1022.66
2;20;14;8.38;0.00;7.31;231.2;7;90.42;1021.95
2;20;15;8.52;0.00;8.04;238.0;7;90.30;1021.68
2;20;16;8.47;0.00;7.43;235.1;7;89.88;1021.31
2;20;17;8.62;0.00;6.98;237.9;7;89.98;1020.95
2;20;18;8.50;0.03;7.84;222.5;7;89.81;1020.90
2;20;19;8.17;0.00;7.35;231.0;7;90.16;1020.97
2;20;20;8.10;0.00;7.80;237.6;7;91.15;1020.94
2;20;21;7.87;0.00;7.19;239.5;7;92.37;1020.84
2;20;22;7.67;0.00;7.07;241.2;7;93.51;1020.82
2;20;23;7.63;0.00;6.26;239.1;7;94.30;1020.60
2;21;0;7.66;0.00;6.33;237.5;7;94.66;1020.52
2;21;1;7.55;0.00;5.80;232.4;7;94.83;1020.15
2;21;2;7.65;0.00;5.33;231.2;7;94.97;1019.95
2;21;3;7.62;0.00;5.41;236.3;7;95.03;1019.54
2;21;4;7.65;0.00;4.44;236.5;7;95.12;1019.21
2;21;5;7.67;0.00;3.66;232.1;7;95.19;1018.96
2;21;6;7.53;0.00;3.62;213.3;7;95.33;1018.76
2;21;7;7.30;0.00;3.56;215.8;7;95.50;1018.81
2;21;8;7.48;0.00;3.35;226.7;8;95.50;1019.04
2;21;9;7.62;0.00;3.61;204.7;8;95.16;1018.95
2;21;10;7.73;0.00;3.29;225.0;8;94.57;1018.74
2;21;11;8.03;0.00;3.68;214.0;8;93.61;1018.37
2;21;12;8.35;0.00;3.58;240.6;8;92.06;1017.88
2;21;13;8.56;0.00;2.96;235.7;8;89.86;1017.10
2;21;14;8.17;0.00;2.67;239.6;8;88.34;1016.57
2;21;15;7.95;0.00;3.56;234.1;8;88.63;1016.28
2;21;16;7.68;0.00;2.43;210.1;8;89.23;1015.87
2;21;17;7.58;0.00;3.04;177.1;8;89.78;1015.81
2;21;18;7.48;0.00;3.10;157.7;8;90.23;1015.46
2;21;19;7.12;0.00;3.48;146.3;8;90.38;1015.09
2;21;20;6.53;0.00;3.90;148.1;8;90.29;1014.58
2;21;21;5.70;0.00;4.08;153.4;7;91.00;1014.16
2;21;22;5.24;0.00;2.98;135.9;7;92.23;1013.84
2;21;23;5.24;0.00;2.77;129.4;7;93.26;1013.51
2;22;0;4.92;0.00;3.39;132.8;3;94.11;1013.07
2;22;1;4.28;0.00;3.89;121.9;6;95.13;1012.31
2;22;2;3.77;0.00;4.79;120.1;6;96.30;1011.63
2;22;3;3.97;0.00;4.35;130.6;8;97.06;1010.90
2;22;4;4.26;0.00;4.16;138.0;8;97.51;1010.32
2;22;5;4.30;0.00;4.01;133.4;7;97.94;1009.86
2;22;6;4.38;0.00;3.98;135.3;7;98.41;1009.37
2;22;7;5.14;0.00;4.94;143.5;6;98.43;1009.46
2;22;8;6.22;0.00;4.08;197.7;8;97.81;1009.68
2;22;9;7.00;0.00;3.78;186.3;4;97.13;1009.78
2;22;10;7.96;0.00;3.94;222.9;2;96.51;1009.66
2;22;11;8.29;0.00;5.11;230.6;0;96.02;1009.81
2;22;12;8.18;0.00;5.01;232.0;6;95.85;1009.79
2;22;13;7.66;0.00;5.49;238.9;8;95.88;1010.03
2;22;14;8.03;0.00;4.32;227.2;8;95.68;1010.20
2;22;15;8.19;0.00;3.20;237.5;7;95.22;1010.36
2;22;16;8.19;0.00;2.31;247.8;8;94.93;1010.44
2;22;17;8.10;0.06;2.01;249.3;7;94.80;1010.73
2;22;18;7.98;0.00;1.54;271.3;8;94.74;1011.01
2;22;19;7.86;0.00;1.07;302.9;8;94.71;1011.18
2;22;20;7.83;0.36;1.07;212.4;8;94.66;1011.32
2;22;21;7.62;0.43;1.36;250.1;7;94.69;1011.49
2;22;22;7.48;0.19;1.56;281.4;7;94.81;1011.37
2;22;23;7.53;0.00;1.42;282.2;8;94.94;1011.64
2;23;0;7.55;0.00;1.38;261.1;8;95.05;1011.82
2;23;1;7.52;0.00;1.84;277.4;8;95.17;1011.88
2;23;2;7.41;0.00;1.55;291.2;8;95.36;1011.83
2;23;3;7.41;0.00;1.01;333.0;8;95.52;1012.01
2;23;4;7.36;0.00;1.29;101.6;8;95.70;1012.27
2;23;5;7.40;0.00;1.12;16.3;7;95.87;1012.65
2;23;6;7.37;0.00;2.88;332.5;8;96.02;1013.22
2;23;7;7.45;0.00;4.11;328.8;8;96.14;1013.96
2;23;8;7.55;0.00;4.99;8.2;8;96.13;1014.60
2;23;9;7.43;0.00;4.53;14.9;8;96.08;1015.15
2;23;10;7.15;0.00;5.81;7.3;7;95.98;1015.75
2;23;11;6.89;0.00;5.76;13.3;8;95.78;1016.06
2;23;12;7.14;0.00;4.14;9.2;8;95.50;1015.84
2;23;13;7.47;0.00;3.87;11.5;8;95.00;1015.85
2;23;14;8.08;0.00;3.52;357.7;8;94.36;1015.88
2;23;15;7.89;0.00;5.63;339.5;8;93.78;1015.92
2;23;16;7.42;0.00;7.20;12.5;7;93.65;1016.22
2;23;17;7.12;0.00;7.88;20.3;8;93.49;1016.64
2;23;18;6.91;0.00;8.63;22.0;8;92.99;1016.91
2;23;19;6.93;0.00;9.00;26.5;8;91.30;1017.03
2;23;20;6.83;0.00;6.63;27.6;8;86.85;1017.09
2;23;21;6.71;0.00;6.48;27.1;8;79.69;1017.01
2;23;22;6.54;0.00;4.59;21.8;8;73.65;1016.76
2;23;23;6.43;0.00;4.38;25.5;8;70.29;1016.35
2;24;0;6.29;0.00;3.95;12.7;7;68.41;1015.69
2;24;1;6.17;0.00;3.15;353.8;8;66.93;1014.92
2;24;2;5.75;0.00;3.22;340.8;7;66.95;1014.10
2;24;3;5.36;0.00;3.84;295.4;1;67.36;1013.43
2;24;4;5.24;0.00;3.31;306.0;8;68.54;1012.78
2;24;5;5.31;0.00;3.60;281.4;8;67.65;1012.18
2;24;6;5.48;0.00;4.28;283.1;8;67.39;1011.37
2;24;7;5.77;0.00;4.89;270.3;6;68.58;1011.20
2;24;8;6.05;0.00;4.97;274.5;8;69.44;1010.49
2;24;9;6.26;0.00;4.96;251.6;8;71.03;1009.75
2;24;10;6.71;0.00;5.25;261.6;7;71.91;1009.26
2;24;11;6.56;0.00;5.96;264.5;8;74.63;1008.81
2;24;12;6.34;0.07;5.68;284.7;8;83.59;1008.21
2;24;13;6.91;0.00;4.64;286.6;8;88.97;1007.73
2;24;14;7.68;0.00;5.10;298.7;8;89.96;1007.45
2;24;15;7.80;0.00;6.45;317.1;8;87.25;1007.15
2;24;16;7.40;0.00;8.79;323.5;8;83.76;1007.12
2;24;17;7.04;0.00;9.21;338.1;7;81.66;1007.37
2;24;18;6.85;0.00;8.59;343.4;3;82.12;1007.88
2;24;19;6.50;0.03;9.05;343.4;7;83.42;1008.13
2;24;20;6.56;0.00;8.55;345.9;7;83.14;1008.54
2;24;21;6.49;0.00;9.76;349.9;5;80.34;1008.82
2;24;22;6.26;0.06;9.66;330.9;4;80.12;1009.09
2;24;23;6.36;0.00;10.02;345.1;7;79.96;1009.10
2;25;0;5.65;0.03;9.58;343.4;2;80.11;1009.55
2;25;1;6.15;0.00;9.38;341.7;8;80.23;1009.50
2;25;2;5.48;0.03;10.73;348.7;5;77.94;1009.59
2;25;3;5.98;0.00;8.62;347.2;8;77.52;1009.70
2;25;4;6.36;0.00;10.27;349.8;8;71.58;1009.95
2;25;5;5.68;0.14;8.95;4.4;8;75.51;1010.17
2;25;6;6.32;0.00;10.24;358.0;8;77.87;1010.32
2;25;7;5.88;0.07;10.39;356.5;7;76.38;1010.98
2;25;8;5.81;0.00;8.95;4.9;7;79.09;1011.47
2;25;9;6.48;0.00;9.73;11.9;7;77.50;1011.82
2;25;10;6.36;0.00;9.86;4.2;5;75.04;1012.34
2;25;11;6.19;0.00;10.52;22.2;5;75.72;1012.51
2;25;12;5.86;0.00;9.94;5.0;7;76.97;1012.38
2;25;13;6.45;0.00;10.09;10.6;7;76.27;1012.54
2;25;14;6.45;0.00;11.06;29.3;4;69.65;1012.85
2;25;15;6.38;0.00;10.13;22.8;0;69.24;1013.48
2;25;16;6.32;0.00;10.79;13.1;2;69.37;1014.23
2;25;17;6.19;0.00;10.84;25.8;1;65.91;1015.02
2;25;18;6.10;0.00;10.08;24.7;1;65.22;1015.65
2;25;19;5.77;0.00;8.60;32.4;4;59.14;1016.23
2;25;20;5.50;0.00;6.74;41.4;1;61.56;1016.86
2;25;21;5.28;0.00;5.76;50.7;7;65.64;1017.52
2;25;22;5.15;0.00;6.06;48.6;2;61.22;1017.94
2;25;23;5.11;0.00;5.08;41.5;0;62.39;1018.20
2;26;0;5.14;0.00;4.23;40.0;0;60.85;1018.41
2;26;1;5.33;0.00;5.02;42.2;5;60.55;1018.72
2;26;2;4.31;0.18;6.08;31.0;8;70.62;1019.12
2;26;3;4.75;0.00;8.71;27.6;8;71.83;1019.49
2;26;4;4.22;0.00;9.67;38.7;7;65.20;1020.45
2;26;5;4.18;0.00;10.60;42.0;0;57.07;1021.06
2;26;6;4.07;0.00;10.31;37.1;0;56.47;1021.68
2;26;7;4.14;0.00;9.83;37.3;5;56.81;1022.59
2;26;8;4.15;0.03;7.41;48.1;2;59.29;1023.51
2;26;9;4.40;0.00;8.86;55.8;0;53.61;1024.32
2;26;10;4.54;0.00;9.17;45.2;0;50.83;1025.03
2;26;11;4.83;0.00;9.91;51.3;0;51.40;1025.30
2;26;12;5.24;0.00;8.92;45.3;0;50.57;1025.18
2;26;13;5.60;0.00;9.12;43.6;1;50.00;1025.22
2;26;14;5.65;0.00;10.01;41.6;1;56.82;1025.20
2;26;15;5.69;0.00;11.10;25.0;6;60.22;1025.42
2;26;16;5.84;0.00;10.79;30.1;0;61.07;1025.53
2;26;17;5.85;0.00;11.72;26.4;4;62.46;1025.91
2;26;18;5.78;0.04;11.80;24.7;1;62.27;1026.28
2;26;19;5.56;0.00;9.66;29.8;1;58.42;1026.68
2;26;20;5.26;0.00;8.99;39.5;0;60.34;1027.01
2;26;21;4.95;0.00;9.07;39.1;0;62.55;1027.29
2;26;22;4.74;0.03;8.01;44.1;0;63.63;1027.30
2;26;23;4.44;0.06;8.61;49.8;0;64.87;1027.51
2;27;0;4.11;0.05;8.16;69.4;0;65.05;1027.86
2;27;1;3.87;0.00;7.11;62.8;7;63.42;1027.71
2;27;2;3.74;0.03;6.12;66.6;7;64.27;1027.47
2;27;3;3.69;0.16;7.27;43.6;1;63.77;1027.90
2;27;4;3.52;0.04;6.47;58.2;0;63.75;1028.12
2;27;5;3.44;0.03;6.23;64.3;0;64.68;1028.32
2;27;6;3.44;0.00;6.23;53.7;0;61.28;1028.59
2;27;7;3.99;0.00;6.38;46.9;0;62.26;1029.15
2;27;8;4.40;0.03;6.62;45.5;0;60.75;1029.44
2;27;9;4.92;0.07;6.36;61.8;0;60.26;1029.75
2;27;10;5.33;0.00;6.81;48.9;0;58.82;1029.90
2;27;11;5.74;0.00;6.13;46.5;0;58.58;1029.64
2;27;12;6.09;0.00;6.54;45.4;1;56.80;1029.11
2;27;13;6.29;0.00;6.23;46.9;1;56.11;1028.80
2;27;14;6.36;0.00;6.15;44.8;2;52.03;1028.70
2;27;15;6.21;0.00;5.74;51.3;2;52.77;1028.50
2;27;16;5.93;0.00;6.49;45.0;7;55.19;1028.49
2;27;17;5.92;0.00;7.28;36.7;1;56.77;1028.75
2;27;18;5.92;0.00;8.03;40.9;3;61.85;1029.02
2;27;19;5.76;0.00;7.54;38.1;1;64.69;1029.21
2;27;20;5.49;0.00;6.83;43.4;1;65.92;1029.52
2;27;21;5.27;0.00;5.84;49.0;0;66.87;1029.78
2;27;22;4.98;0.00;4.73;57.2;4;68.23;1029.81
2;27;23;4.89;0.00;4.46;44.0;1;69.65;1029.83
2;28;0;4.75;0.00;5.61;41.9;0;70.45;1029.82
2;28;1;4.53;0.00;5.23;41.1;0;71.71;1029.90
2;28;2;4.51;0.00;4.56;49.4;0;71.96;1029.65
2;28;3;4.62;0.00;4.96;44.3;8;70.95;1029.75
2;28;4;4.72;0.00;5.07;41.9;8;66.68;1029.85
2;28;5;4.82;0.00;5.19;42.0;8;62.13;1029.91
2;28;6;4.49;0.00;5.09;37.5;8;65.20;1030.06
2;28;7;3.59;0.00;5.42;52.2;8;70.23;1030.18
2;28;8;2.62;0.00;4.13;82.5;8;73.23;1030.15
2;28;9;1.77;0.00;4.53;113.8;8;79.84;1030.35
2;28;10;1.18;0.09;4.58;95.1;8;86.56;1030.38
2;28;11;2.28;0.03;3.59;85.0;8;87.95;1029.92
2;28;12;4.09;0.00;5.67;38.9;8;74.50;1029.08
2;28;13;4.34;0.00;5.54;50.3;8;69.88;1028.74
2;28;14;5.10;0.03;5.93;36.1;0;64.30;1028.40
2;28;15;5.30;0.00;7.44;63.2;0;47.71;1028.20
2;28;16;5.20;0.03;7.22;58.4;0;46.52;1028.46
2;28;17;5.09;0.06;7.08;55.7;0;47.13;1028.98
2;28;18;4.96;0.00;6.81;59.7;0;51.79;1029.52
2;28;19;4.91;0.00;5.76;78.9;0;52.95;1029.74
2;28;20;4.81;0.00;4.62;71.8;0;53.94;1029.96
2;28;21;4.71;0.00;4.78;51.7;0;53.48;1030.12
2;28;22;4.64;0.00;5.09;45.1;0;59.97;1030.16
2;28;23;4.64;0.00;5.57;37.9;0;60.33;1030.21
2;29;0;4.75;0.00;5.61;41.9;0;70.45;1029.82
2;29;1;4.53;0.00;5.23;41.1;0;71.71;1029.90
2;29;2;4.51;0.00;4.56;49.4;0;71.96;1029.65
2;29;3;4.62;0.00;4.96;44.3;8;70.95;1029.75
2;29;4;4.72;0.00;5.07;41.9;8;66.68;1029.85
2;29;5;4.82;0.00;5.19;42.0;8;62.13;1029.91
2;29;6;4.49;0.00;5.09;37.5;8;65.20;1030.06
2;29;7;3.59;0.00;5.42;52.2;8;70.23;1030.18
2;29;8;2.62;0.00;4.13;82.5;8;73.23;1030.15
2;29;9;1.77;0.00;4.53;113.8;8;79.84;1030.35
2;29;10;1.18;0.09;4.58;95.1;8;86.56;1030.38
2;29;11;2.28;0.03;3.59;85.0;8;87.95;1029.92
2;29;12;4.09;0.00;5.67;38.9;8;74.50;1029.08
2;29;13;4.34;0.00;5.54;50.3;8;69.88;1028.74
2;29;14;5.10;0.03;5.93;36.1;0;64.30;1028.40
2;29;15;5.30;0.00;7.44;63.2;0;47.71;1028.20
2;29;16;5.20;0.03;7.22;58.4;0;46.52;1028.46
2;29;17;5.09;0.06;7.08;55.7;0;47.13;1028.98
2;29;18;4.96;0.00;6.81;59.7;0;51.79;1029.52
2;29;19;4.91;0.00;5.76;78.9;0;52.95;1029.74
2;29;20;4.81;0.00;4.62;71.8;0;53.94;1029.96
2;29;21;4.71;0.00;4.78;51.7;0;53.48;1030.12
2;29;22;4.64;0.00;5.09;45.1;0;59.97;1030.16
2;29;23;4.64;0.00;5.57;37.9;0;60.33;1030.21
3;1;0;4.38;0.00;5.49;36.0;0;65.31;1030.19
3;1;1;4.20;0.00;5.42;45.2;0;68.37;1029.97
3;1;2;4.10;0.00;5.46;42.6;0;69.36;1029.34
3;1;3;4.14;0.00;6.27;37.5;0;68.70;1028.93
3;1;4;4.11;0.00;6.18;36.5;0;65.23;1028.66
3;1;5;3.94;0.00;6.08;43.0;0;61.40;1028.26
3;1;6;3.84;0.00;5.70;55.0;0;61.22;1028.15
3;1;7;4.33;0.00;6.21;44.6;0;57.25;1028.14
3;1;8;4.88;0.00;6.18;48.6;0;55.51;1028.00
3;1;9;5.19;0.00;6.19;50.0;0;55.30;1027.84
3;1;10;5.41;0.00;6.07;44.5;0;54.31;1027.39
3;1;11;5.61;0.00;6.82;48.4;0;51.44;1026.73
3;1;12;6.05;0.00;6.14;39.5;0;50.46;1025.98
3;1;13;5.89;0.00;6.89;42.4;0;57.54;1025.23
3;1;14;5.95;0.00;7.25;32.8;0;59.44;1024.50
3;1;15;5.75;0.00;8.17;24.6;0;67.38;1023.69
3;1;16;5.81;0.00;7.98;26.7;0;69.90;1023.30
3;1;17;6.06;0.00;6.24;30.3;0;64.10;1023.37
3;1;18;5.97;0.00;5.37;36.5;0;60.16;1023.49
3;1;19;5.82;0.00;4.75;48.2;0;58.06;1023.66
3;1;20;5.52;0.00;4.66;56.4;0;60.61;1023.62
3;1;21;5.27;0.00;5.59;39.7;0;60.28;1023.53
3;1;22;5.07;0.00;6.02;47.8;0;61.24;1023.57
3;1;23;4.78;0.00;6.30;40.5;0;62.92;1023.56
3;2;0;4.51;0.00;6.58;43.4;0;62.09;1023.18
3;2;1;4.07;0.00;6.66;48.9;0;63.16;1022.81
3;2;2;3.86;0.00;7.43;48.5;0;63.83;1022.45
3;2;3;3.63;0.00;7.37;47.7;0;66.09;1022.34
3;2;4;3.13;0.00;7.82;45.4;0;70.62;1022.37
3;2;5;2.85;0.00;7.95;49.4;0;72.81;1022.21
3;2;6;2.86;0.03;7.38;49.1;0;74.44;1022.54
3;2;7;3.14;0.00;6.89;58.5;0;76.85;1022.72
3;2;8;3.40;0.00;7.43;48.0;0;77.32;1022.80
3;2;9;3.93;0.00;6.47;46.4;0;75.25;1022.73
3;2;10;4.68;0.00;6.05;49.4;0;71.72;1022.68
3;2;11;5.43;0.00;6.59;42.5;0;68.26;1022.49
3;2;12;6.29;0.00;6.87;36.3;0;66.07;1022.26
3;2;13;6.37;0.00;8.83;28.2;0;67.64;1021.73
3;2;14;6.20;0.00;9.11;27.3;0;71.09;1021.40
3;2;15;5.97;0.00;9.92;27.4;0;76.23;1021.23
3;2;16;5.80;0.00;9.88;20.0;0;83.11;1021.46
3;2;17;5.91;0.00;10.01;20.3;0;85.45;1021.92
3;2;18;6.00;0.00;9.87;27.1;0;86.76;1022.50
3;2;19;6.11;0.00;8.60;31.1;0;87.51;1022.88
3;2;20;6.05;0.00;7.60;35.5;0;87.38;1023.18
3;2;21;5.88;0.00;7.01;35.6;0;85.85;1023.38
3;2;22;5.58;0.00;6.59;36.4;0;84.07;1023.54
3;2;23;5.34;0.00;6.71;36.0;0;83.04;1023.69
3;3;0;5.17;0.00;7.52;35.1;0;81.98;1023.89
3;3;1;4.77;0.00;6.97;36.1;0;79.31;1023.99
3;3;2;4.62;0.00;6.89;36.6;0;79.79;1023.97
3;3;3;4.92;0.00;7.33;35.9;0;79.83;1024.04
3;3;4;4.94;0.00;8.32;36.5;0;76.65;1024.11
3;3;5;5.01;0.00;7.72;36.4;0;77.24;1024.27
3;3;6;5.16;0.00;7.20;35.9;0;80.83;1024.63
3;3;7;5.45;0.00;7.01;36.1;0;81.65;1025.16
3;3;8;4.32;0.00;5.77;41.9;0;82.78;1025.75
3;3;9;4.29;0.00;5.74;74.4;0;86.18;1026.02
3;3;10;5.14;0.00;5.62;62.7;0;86.36;1026.36
3;3;11;5.99;0.00;4.72;63.6;0;83.23;1026.27
3;3;12;6.52;0.00;3.29;48.3;0;78.46;1026.12
3;3;13;6.41;0.00;5.72;47.6;0;76.57;1025.86
3;3;14;6.43;0.00;6.90;25.3;0;75.39;1025.69
3;3;15;6.43;0.00;6.89;18.8;0;76.97;1025.44
3;3;16;6.20;0.00;6.73;22.1;0;76.85;1025.43
3;3;17;5.96;0.00;7.29;21.7;0;73.41;1025.94
3;3;18;5.95;0.00;6.51;25.1;0;70.51;1026.23
3;3;19;6.18;0.00;5.16;14.1;0;70.70;1026.38
3;3;20;6.19;0.00;7.14;26.4;0;73.05;1026.66
3;3;21;6.17;0.00;6.93;13.2;0;72.99;1026.85
3;3;22;6.25;0.00;6.41;20.1;0;73.42;1026.81
3;3;23;6.30;0.00;7.04;18.5;0;73.06;1026.81
3;4;0;6.29;0.00;6.74;22.0;0;73.90;1026.94
3;4;1;6.26;0.00;6.54;12.4;0;73.85;1026.66
3;4;2;6.17;0.00;6.81;21.6;0;74.43;1026.04
